alpha,beta,max_n,tex,q,n,value
3.0,42.0,2277125.388777228,0.131251858702733,4.999995282808576,1640952.7778048187,214281128.54254758
3.0,43.0,1631957.8941857114,0.13423407920203334,5.000067339665305,1625527.079161793,213034389.9387
3.0,44.0,1642825.3595565965,0.13713430021239423,4.999959220364501,1610727.9677493877,211829094.11365625
3.0,45.0,2168728.0922077294,0.1399570381872099,4.999952303212664,1596514.6075626973,210662749.809232
3.0,46.0,2174404.085318597,0.14270572900657713,5.0000864887415934,1582853.3560158946,209533062.01855898
3.0,47.0,1601892.2023577227,0.14538380558403433,5.0000082508914545,1569712.0604762232,208437912.93024954
3.0,48.0,2131632.0761429034,0.14799440973309957,5.000220812226334,1557061.3602721093,207375345.05798548
3.0,49.0,22154984.5295922,0.15053925371973664,4.998689937589193,1544879.9387503897,206343546.21327624
3.0,50.0,2003765327.369892,0.15302508653530011,4.999895462656431,1533123.6515299259,205340836.54124093
3.0,51.0,2068287.8431714596,0.15545063240143667,5.000086115624152,1521787.5533619584,204365655.93527964
3.0,52.0,22296398.340299502,0.15781958325665468,5.000008754732612,1510843.9675124832,203416554.15837538
3.0,53.0,1996507.962960123,0.1601342791424808,4.999985810353477,1500272.481209968,202492180.9807924
3.0,54.0,1929753.1527772117,0.1623963866592256,4.999726996596974,1490056.4956399126,201591277.73014888
3.0,55.0,2118517.7358682323,0.16460950328591967,5.000013438240647,1480171.452277587,200712669.64649698
3.0,56.0,1479641.683313736,0.16472879656257072,11.262062249632939,1479641.683313736,199154660.5334619
3.0,57.0,2122791.003651635,0.16889233851153626,4.9999826964984395,1461347.7125984703,199018018.6298838
3.0,58.0,2060958.3260771283,0.1709661526311363,5.000063440861127,1452376.8350492062,198199986.8309644
3.0,59.0,1995961.7502676495,0.17355886613231997,27.972022949340538,1441292.3357094985,195616084.58314103
3.0,60.0,2049620.8498775281,0.17498673777533288,4.999995117018983,1435249.6706991494,196617996.89204174
3.0,61.0,1909377.1513718923,0.17745996463853123,27.505950027951794,1424886.477037374,194096975.315699
3.0,62.0,1885087.2954780024,0.1788479636589151,4.999984673510042,1419127.6949694555,195102714.62418434
3.0,63.0,2021955.2296836358,0.1807222608519293,4.999973697366887,1411416.1374278069,194368245.4450932
3.0,64.0,1964157.3723011587,0.18256072803967444,4.999970483711632,1403924.08447221,193648326.3901669
3.0,65.0,1947992.7072843332,0.1843645640759723,5.000013212189454,1396642.2063992498,192942332.06329367
3.0,66.0,1884807.7229858448,0.18655723240410282,26.34779255372908,1387882.271872285,190563027.83761814
3.0,67.0,1883648.9171865482,0.18787286793553704,5.000011487913721,1382674.199049025,191569789.30764169
3.0,68.0,317184268.85616684,0.18957947932086064,5.000030027071482,1375971.82511528,190902156.26904804
3.0,69.0,3334984.2849800503,0.19125570628510508,5.000000280756737,1369447.2545975086,190246274.44455487
3.0,70.0,32816794223.848537,0.19290252842109337,5.000024249518037,1363093.3159050772,189601671.70112848
3.0,71.0,352801504.9932568,0.19452072944087628,4.999954228435028,1356903.7977466083,188967900.68652076
3.0,72.0,352826376.74476826,0.19611140548146766,4.999947482311232,1350871.4896039974,188344537.223193
3.0,73.0,1629686.6026354276,0.19767471570834697,5.001479876356055,1344992.9027851892,187731178.7475957
3.0,74.0,2493881.240779739,0.1992134929738318,5.000080681966999,1339254.7083349323,187127443.3300885
3.0,75.0,256243153.15330434,0.2007257018309656,4.999951117994771,1333661.9193757672,186532967.62968692
3.0,76.0,1654858.397461446,0.20221375466227026,4.999976270781986,1328203.1122735639,185947406.49747068
3.0,77.0,1600954.1048369207,0.2036778614023619,5.0000522355440475,1322875.1890523322,185370431.50215977
3.0,78.0,244687156.87195617,0.20511886868395213,5.000021826340105,1317672.8387079411,184801729.9984387
3.0,79.0,1605301.9686484807,0.2065374722677636,4.999874702815784,1312591.4342976597,184241004.1888222
3.0,80.0,1633408.3590439,0.20793396947876733,5.000026414133422,1307627.883358191,183687970.2563616
3.0,81.0,1544667.1832593565,0.20930921110804365,5.000004076685362,1302777.2252427682,183142357.54895845
