"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/03/2023","AQS","020130002","1","1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/06/2023","AQS","020130002","1","2.2","ug/m3 LC","12","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/09/2023","AQS","020130002","1","2.4","ug/m3 LC","13","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/12/2023","AQS","020130002","1","2.4","ug/m3 LC","13","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/15/2023","AQS","020130002","1","2.2","ug/m3 LC","12","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/18/2023","AQS","020130002","1","2.5","ug/m3 LC","14","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/21/2023","AQS","020130002","1","2.8","ug/m3 LC","16","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/24/2023","AQS","020130002","1","1.5","ug/m3 LC","8","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/27/2023","AQS","020130002","1","1.9","ug/m3 LC","11","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"05/30/2023","AQS","020130002","1","1.6","ug/m3 LC","9","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/02/2023","AQS","020130002","1","3","ug/m3 LC","17","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/05/2023","AQS","020130002","1","0.9","ug/m3 LC","5","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/08/2023","AQS","020130002","1","1.3","ug/m3 LC","7","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/11/2023","AQS","020130002","1","2.3","ug/m3 LC","13","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/14/2023","AQS","020130002","1","3","ug/m3 LC","17","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/17/2023","AQS","020130002","1","2.6","ug/m3 LC","14","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/20/2023","AQS","020130002","1","1.2","ug/m3 LC","7","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/23/2023","AQS","020130002","1","1.6","ug/m3 LC","9","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/26/2023","AQS","020130002","1","3.6","ug/m3 LC","20","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"06/29/2023","AQS","020130002","1","1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/02/2023","AQS","020130002","1","1.4","ug/m3 LC","8","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/05/2023","AQS","020130002","1","2.5","ug/m3 LC","14","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/08/2023","AQS","020130002","1","1.1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/11/2023","AQS","020130002","1","1.2","ug/m3 LC","7","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/14/2023","AQS","020130002","1","1.2","ug/m3 LC","7","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/17/2023","AQS","020130002","1","1.2","ug/m3 LC","7","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/20/2023","AQS","020130002","1","0.5","ug/m3 LC","3","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/23/2023","AQS","020130002","1","0.5","ug/m3 LC","3","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/26/2023","AQS","020130002","1","1.1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"07/29/2023","AQS","020130002","1","1.7","ug/m3 LC","9","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/01/2023","AQS","020130002","1","0.9","ug/m3 LC","5","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/04/2023","AQS","020130002","1","1.6","ug/m3 LC","9","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/07/2023","AQS","020130002","1","2.9","ug/m3 LC","16","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/10/2023","AQS","020130002","1","1.4","ug/m3 LC","8","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/13/2023","AQS","020130002","1","2.6","ug/m3 LC","14","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/16/2023","AQS","020130002","1","2.5","ug/m3 LC","14","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/19/2023","AQS","020130002","1","4.7","ug/m3 LC","26","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/22/2023","AQS","020130002","1","2.9","ug/m3 LC","16","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/25/2023","AQS","020130002","1","1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/28/2023","AQS","020130002","1","1.6","ug/m3 LC","9","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"08/31/2023","AQS","020130002","1","8.4","ug/m3 LC","47","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/03/2023","AQS","020130002","1","2","ug/m3 LC","11","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/06/2023","AQS","020130002","1","4.2","ug/m3 LC","23","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/09/2023","AQS","020130002","1","0.9","ug/m3 LC","5","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/12/2023","AQS","020130002","1","1.8","ug/m3 LC","10","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/15/2023","AQS","020130002","1","0.9","ug/m3 LC","5","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/18/2023","AQS","020130002","1","1.7","ug/m3 LC","9","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/21/2023","AQS","020130002","1","1.3","ug/m3 LC","7","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/24/2023","AQS","020130002","1","1.4","ug/m3 LC","8","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/27/2023","AQS","020130002","1","1.1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"09/30/2023","AQS","020130002","1","3.1","ug/m3 LC","17","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"10/03/2023","AQS","020130002","1","1.5","ug/m3 LC","8","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"10/06/2023","AQS","020130002","1","3.2","ug/m3 LC","18","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"10/09/2023","AQS","020130002","1","1.4","ug/m3 LC","8","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
"10/12/2023","AQS","020130002","1","1","ug/m3 LC","6","","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","707","IMPROVE Module A with Cyclone Inlet-Teflon Filter, 2.2 sq. cm.","","","02","Alaska","013","Aleutians East","55.3246748140506","-160.508331142788"
